GDP/breakdown at current prices in US Dollars (all countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Belize,"Agriculture, hunting, forestry, fishing (ISIC A-B)","6,046,540","7,905,728","10,599,305","14,656,261","24,343,851","29,072,190","17,544,080","24,629,891","27,583,475","29,385,662","46,756,744","44,554,071","35,443,014","36,043,743","38,747,023","37,345,322","41,200,000","54,500,000","59,200,000","65,750,000","73,650,000","71,150,000","80,000,000","76,000,000","91,650,000","101,350,000","98,100,000","97,750,000","98,350,000","110,350,000","121,892,703","114,233,911","118,301,630","143,551,886","151,615,101","148,274,275","154,909,304","148,826,083","150,222,745","149,886,717","160,621,443","170,189,489","205,573,426","214,969,986","229,450,000","227,444,642"
Belize,"Mining, Manufacturing, Utilities (ISIC C-E)","2,919,225","3,837,106","5,110,777","7,043,617","11,981,810","13,771,791","9,120,836","14,600,000","16,150,000","18,350,000","42,750,000","36,350,000","28,850,000","32,200,000","40,150,000","35,850,000","38,050,000","52,850,000","58,700,000","62,200,000","63,300,000","69,900,000","69,500,000","73,500,000","85,350,000","88,200,000","89,300,000","88,200,000","93,650,000","92,800,000","112,818,271","113,001,723","113,896,256","111,444,124","119,804,029","125,627,212","170,768,105","190,339,064","209,338,716","205,443,153","226,433,289","254,872,141","232,406,262","222,303,495","219,373,808","236,448,992"
Belize,Manufacturing (ISIC D),"2,633,493","3,477,413","4,655,570","6,247,382","10,988,197","12,720,931","8,401,953","13,350,000","14,900,000","16,450,000","40,700,000","34,600,000","25,950,000","30,450,000","36,500,000","30,600,000","30,600,000","44,450,000","49,150,000","52,900,000","53,050,000","56,050,000","54,500,000","55,500,000","65,400,000","67,800,000","64,200,000","62,800,000","64,600,000","65,900,000","79,110,858","77,646,441","77,313,402","76,992,999","82,396,202","86,132,491","123,932,543","142,486,469","171,425,696","152,852,772","170,592,837","200,418,004","189,555,527","160,783,146","146,943,319","174,923,412"
Belize,Construction (ISIC F),"1,320,664","1,716,527","2,300,659","3,246,189","5,201,859","6,305,157","5,840,930","5,300,000","7,550,000","8,150,000","9,800,000","10,350,000","9,350,000","8,200,000","10,000,000","9,850,000","10,150,000","13,300,000","16,900,000","23,050,000","26,900,000","29,800,000","31,500,000","35,000,000","31,500,000","32,250,000","27,150,000","26,000,000","25,350,000","29,600,000","41,417,197","41,874,864","44,299,139","37,657,408","41,202,702","41,169,340","43,201,179","43,656,051","54,201,617","46,382,884","36,662,460","38,045,710","43,920,833","45,582,470","55,296,989","50,566,631"
Belize,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","3,924,857","4,907,048","6,280,469","10,963,544","13,267,663","15,043,884","13,119,626","16,500,000","19,100,000","22,550,000","28,850,000","30,200,000","26,800,000","26,100,000","28,700,000","28,150,000","31,150,000","36,550,000","43,350,000","54,400,000","63,500,000","65,850,000","71,950,000","75,850,000","80,950,000","85,550,000","114,550,000","119,900,000","129,500,000","143,850,000","164,597,045","177,763,767","185,197,589","195,028,298","201,553,967","215,351,371","225,402,629","242,469,749","258,485,593","241,751,426","259,633,296","277,309,574","300,950,859","326,260,531","346,055,576","340,438,465"
Belize,"Transport, storage and communication (ISIC I)","1,585,364","1,994,057","2,532,743","4,409,917","5,494,098","5,917,999","5,840,930","7,500,000","8,900,000","11,200,000","8,600,000","10,950,000","12,050,000","14,650,000","16,150,000","17,550,000","20,450,000","24,000,000","24,350,000","30,650,000","37,000,000","41,650,000","47,000,000","53,500,000","48,000,000","51,700,000","54,350,000","55,250,000","57,450,000","63,650,000","70,870,675","82,758,264","99,556,753","102,370,824","113,061,062","123,975,722","126,171,217","140,762,045","147,036,995","149,545,307","154,261,468","157,814,227","170,870,382","178,824,337","184,973,307","187,182,649"
Belize,Other Activities (ISIC J-P),"7,297,585","8,913,074","11,101,603","21,766,769","22,291,573","24,247,340","22,933,736","27,722,250","29,371,625","35,426,750","39,240,250","44,997,375","51,144,500","55,545,750","58,248,375","59,551,250","61,550,000","65,700,000","73,700,000","86,000,000","90,600,000","101,400,000","116,500,000","121,000,000","146,500,000","153,850,000","181,050,000","188,700,000","199,900,000","217,050,000","233,793,656","251,640,237","276,695,126","309,760,311","333,398,678","355,702,801","381,043,683","404,208,937","423,724,612","437,370,788","436,141,756","456,613,854","477,291,479","476,764,500","505,331,519","511,033,710"
Belize,Total Value Added,"23,094,236","29,273,540","37,925,555","62,086,297","82,580,855","94,358,361","74,400,138","96,252,141","108,655,100","125,062,412","175,996,994","177,401,446","163,637,514","172,739,493","191,995,398","188,296,572","202,550,000","246,900,000","276,200,000","322,050,000","354,950,000","379,750,000","416,450,000","434,850,000","483,950,000","512,900,000","564,500,000","575,800,000","604,200,000","657,300,000","745,389,547","781,272,765","837,946,492","899,812,850","960,635,540","1,010,100,720","1,101,496,115","1,170,261,928","1,243,010,276","1,230,380,274","1,273,753,711","1,354,844,994","1,431,013,238","1,464,705,318","1,540,481,198","1,553,115,087"
Benin,Final consumption expenditure,"251,545,995","262,435,366","328,268,492","400,867,918","405,373,157","548,582,792","574,592,005","680,985,333","813,099,678","938,044,246","1,176,694,695","1,130,719,265","1,255,641,532","1,172,487,623","1,071,862,994","1,035,399,973","1,384,368,694","1,630,278,521","1,651,179,519","1,524,686,626","1,859,365,745","1,916,079,870","2,206,789,729","2,183,198,781","1,507,634,822","2,113,663,319","2,258,087,507","2,166,173,326","2,384,786,326","2,431,231,298","2,315,891,778","2,426,093,558","2,728,146,603","3,459,249,680","3,915,433,424","4,330,015,056","4,670,927,897","5,285,959,912","6,448,966,295","6,391,458,327","6,293,094,297","6,929,611,816","7,168,482,814","7,823,007,665","8,041,219,176","6,984,873,514"
Benin,Household consumption expenditure (including Non-profit institutions serving households),"176,322,008","184,460,598","231,835,286","284,521,886","291,796,895","403,629,086","450,691,415","542,281,194","665,136,253","748,764,329","938,463,439","915,574,145","1,063,994,571","944,936,818","865,679,609","846,785,436","1,119,136,285","1,301,092,448","1,374,406,776","1,243,448,356","1,509,215,153","1,589,232,823","1,847,078,270","1,830,383,744","1,343,549,288","1,796,663,385","1,935,524,038","1,863,150,113","2,059,228,809","2,103,235,059","2,005,905,325","2,103,527,966","2,373,730,275","2,947,871,774","3,327,960,541","3,684,510,669","3,928,399,031","4,434,177,534","5,351,192,221","5,194,341,827","5,118,468,836","5,649,000,681","5,809,957,574","6,306,853,218","6,515,484,577","5,702,430,989"
Benin,General government final consumption expenditure,"75,223,987","77,974,768","96,433,206","116,346,033","113,576,262","144,953,706","123,900,590","138,704,139","147,963,425","189,279,917","238,231,255","215,145,120","191,646,961","227,550,805","206,183,385","188,614,537","265,232,409","329,186,073","276,772,743","281,238,269","350,150,591","326,847,047","359,711,459","352,815,037","164,085,534","316,999,933","322,563,469","303,023,213","325,557,518","327,996,240","309,986,453","322,565,592","354,416,328","511,377,907","587,472,883","645,504,387","742,528,866","851,782,378","1,097,774,075","1,197,116,501","1,174,625,461","1,280,611,135","1,358,525,240","1,516,154,447","1,525,734,599","1,282,442,525"
Benin,Gross capital formation,"51,127,300","51,910,453","80,721,467","86,968,595","110,396,794","160,165,697","126,034,865","134,349,964","151,639,233","259,253,633","326,476,450","286,705,871","374,065,318","202,822,416","143,791,119","176,517,797","210,036,288","236,654,500","261,843,728","189,583,339","280,215,693","292,437,201","311,035,863","371,398,299","440,068,148","736,919,844","657,029,919","666,939,218","706,691,514","723,670,015","605,539,841","698,529,470","665,773,104","866,049,085","1,000,710,205","855,592,904","975,044,260","1,437,512,519","1,453,384,014","1,554,450,043","1,612,376,438","1,885,770,081","1,838,871,891","2,596,467,701","2,390,765,071","2,253,954,028"
Benin,Gross fixed capital formation (including Acquisitions less disposals of valuables),"49,699,431","50,161,334","79,170,928","84,913,959","112,685,050","143,021,614","123,370,955","125,045,651","138,021,421","244,580,066","305,969,386","258,104,369","348,488,429","185,078,433","133,358,339","142,423,037","201,158,558","226,221,556","242,676,989","190,157,132","251,540,945","261,690,514","306,370,676","321,079,832","412,591,647","605,748,573","613,249,140","621,077,248","674,282,201","709,292,863","630,838,437","668,022,205","676,031,528","892,330,901","942,058,131","948,288,549","955,244,689","1,333,441,046","1,492,626,519","1,542,677,147","1,623,826,596","1,859,383,359","1,737,137,828","2,553,544,054","2,339,508,531","2,204,583,795"
Benin,Changes in inventories,"1,427,869","1,749,119","1,550,539","2,054,635","-2,288,256","17,144,083","2,663,911","9,304,313","13,617,812","14,673,567","20,507,064","28,601,502","25,576,890","17,743,982","10,432,780","34,094,760","8,877,730","10,432,945","19,166,739","-573,792","28,674,748","30,746,686","4,665,186","50,318,467","27,476,501","131,171,271","43,780,779","45,861,969","32,409,313","14,377,152","-25,298,596","30,507,265","-10,258,423","-26,281,817","58,652,075","-92,695,646","19,799,571","104,071,473","-39,242,505","11,772,896","-11,450,158","26,386,722","101,734,063","42,923,647","51,256,540","49,370,233"
Benin,Exports of goods and services,"129,862,546","159,816,539","159,791,144","211,869,480","214,977,445","266,369,700","246,435,316","263,712,350","326,974,856","440,630,057","524,218,808","445,915,489","332,962,937","222,838,984","304,062,440","354,161,673","379,966,067","435,359,680","486,217,679","279,105,166","382,273,533","424,222,218","530,662,268","519,564,250","398,737,279","523,035,734","551,102,893","542,971,733","585,885,500","637,129,370","543,176,808","545,342,429","616,588,628","741,374,342","850,940,614","909,529,810","952,800,581","1,348,395,139","1,630,217,580","1,445,723,888","1,658,068,039","1,670,848,947","2,004,902,243","2,492,103,689","3,461,108,913","2,278,639,145"
Benin,Imports of goods and services,"105,563,525","119,280,759","146,375,020","177,504,870","175,369,434","310,056,066","273,695,607","358,269,654","426,542,981","544,738,532","640,336,396","573,489,314","599,216,220","407,709,139","383,416,019","439,038,706","528,367,538","605,659,694","658,511,081","374,259,678","528,906,252","612,872,609","765,003,684","761,325,721","726,769,440","996,482,405","893,563,242","901,803,804","1,005,939,866","1,102,251,026","895,411,860","989,718,811","955,908,574","1,161,370,674","1,245,752,269","1,291,465,673","1,456,453,251","2,102,432,375","2,399,708,326","2,294,399,522","2,593,284,049","2,672,118,133","2,895,180,091","3,800,833,652","4,317,828,552","3,041,341,614"
Benin,Gross Domestic Product (GDP),"322,055,483","341,787,647","420,920,211","515,609,659","553,903,483","673,957,826","717,765,317","785,887,967","953,850,384","1,161,734,065","1,484,452,237","1,404,274,746","1,369,643,303","1,183,358,030","1,135,586,760","1,129,578,665","1,442,809,953","1,687,767,630","1,749,715,035","1,622,703,791","1,992,948,719","2,019,866,679","2,283,484,177","2,312,835,609","1,624,969,037","2,344,819,023","2,551,690,730","2,451,384,217","2,653,251,820","2,689,779,657","2,569,196,567","2,680,246,646","3,054,599,761","3,905,302,433","4,521,331,975","4,803,672,097","5,142,319,487","5,969,435,195","7,132,859,564","7,097,232,736","6,970,254,725","7,814,112,711","8,117,076,858","9,110,745,403","9,575,264,608","8,476,125,073"
Benin,"Agriculture, hunting, forestry, fishing (ISIC A-B)","98,108,838","103,894,852","128,345,916","153,710,513","148,129,812","172,740,125","213,480,924","230,598,122","307,594,549","370,055,067","436,803,041","405,315,207","415,926,463","367,159,161","354,037,079","337,424,307","454,210,040","524,974,997","569,244,411","560,593,439","690,655,290","707,837,504","775,058,010","789,127,039","356,611,038","502,905,651","590,470,566","568,476,861","628,955,671","623,465,228","588,096,844","615,049,545","729,200,290","890,698,074","1,119,293,967","1,187,171,223","1,297,731,564","1,449,090,622","1,709,640,498","1,686,846,941","1,584,808,028","1,785,222,492","1,818,234,399","1,934,873,548","1,987,965,765","1,737,426,419"
Benin,"Mining, Manufacturing, Utilities (ISIC C-E)","30,711,542","30,610,553","40,046,233","50,714,048","64,309,882","76,021,999","65,102,816","69,760,420","79,628,169","112,154,188","121,644,430","128,550,180","131,414,599","115,599,972","123,765,276","119,969,117","115,703,683","138,305,393","152,446,280","149,363,115","186,239,082","178,526,130","215,340,255","205,368,533","390,134,669","515,256,586","572,709,788","560,146,597","564,437,425","580,246,067","555,849,983","585,684,102","661,179,052","834,467,891","907,455,584","973,715,677","1,004,474,918","1,045,555,457","1,124,665,228","1,105,796,611","1,052,332,285","1,136,856,375","1,137,116,833","1,285,990,915","1,333,875,515","1,289,124,947"
Benin,Manufacturing (ISIC D),"24,999,517","24,917,311","32,598,054","41,281,767","52,348,919","61,882,706","52,994,376","56,785,715","64,818,166","91,294,687","99,019,843","104,641,196","106,972,864","94,099,591","100,746,235","97,656,121","94,184,013","112,582,043","124,092,873","121,583,144","147,000,034","144,630,659","181,342,171","171,756,904","362,826,760","485,604,710","541,249,103","532,127,736","543,203,198","561,231,910","539,564,328","568,227,993","638,597,609","798,636,871","865,883,311","931,546,306","960,308,850","986,970,133","1,056,222,530","1,024,762,916","963,281,112","1,040,108,593","1,025,308,868","1,172,969,711","1,220,011,645","1,173,388,415"
Benin,Construction (ISIC F),"10,621,289","10,586,363","13,849,602","17,538,962","22,240,950","26,291,472","22,515,178","24,125,966","27,538,631","38,787,440","42,069,548","44,457,834","45,448,466","39,979,130","42,803,022","41,490,157","40,014,998","47,831,580","52,722,069","51,655,786","61,950,496","63,507,029","75,294,315","77,192,948","122,849,136","173,155,815","175,135,853","170,960,296","172,499,885","178,307,869","169,120,804","211,032,570","224,576,254","296,620,624","323,102,230","354,336,091","355,541,244","401,404,827","445,477,130","459,833,342","490,628,455","550,800,306","512,098,146","560,806,775","629,362,033","578,490,101"
Benin,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","45,675,550","49,227,118","59,912,440","75,164,461","88,404,378","111,108,752","110,395,002","120,545,677","131,526,103","165,789,613","227,793,839","208,418,790","195,192,115","176,206,738","163,246,698","169,267,800","224,990,402","265,255,854","272,619,110","258,108,083","312,767,484","321,012,946","368,364,080","352,329,193","251,382,683","342,168,289","354,919,512","338,101,050","359,187,309","365,641,250","362,233,981","364,014,983","405,299,542","527,489,392","584,039,129","622,689,739","639,224,177","749,524,092","873,743,653","820,023,808","771,305,721","1,021,272,742","1,041,762,450","1,240,990,514","1,395,683,921","1,101,358,615"
Benin,"Transport, storage and communication (ISIC I)","21,092,095","22,732,150","27,666,437","34,709,472","40,823,512","51,307,977","50,977,976","55,666,205","60,736,345","76,556,168","105,196,752","96,241,801","90,124,660","81,394,542","75,365,184","78,130,245","104,066,220","122,250,138","125,764,148","120,123,177","142,567,695","148,508,755","175,872,991","168,557,188","86,538,820","108,890,088","107,630,993","99,367,231","105,819,731","105,244,586","134,887,922","139,146,851","160,301,135","212,021,565","254,201,896","281,220,775","336,594,624","451,389,514","691,070,496","576,874,012","595,852,396","673,065,920","915,250,076","1,028,503,687","1,024,487,623","893,713,906"
Benin,Other Activities (ISIC J-P),"79,323,739","85,491,586","104,048,561","130,536,719","153,529,361","192,960,168","191,722,366","209,344,660","228,421,265","287,933,769","395,560,441","361,996,557","339,023,394","305,844,148","283,727,902","293,995,873","389,737,617","462,873,578","472,553,627","443,538,849","557,929,297","545,399,046","616,610,713","618,355,069","271,916,907","475,766,704","485,376,755","481,941,202","521,485,533","522,493,834","495,825,511","535,857,252","575,952,359","772,685,405","908,239,252","958,446,509","1,052,004,981","1,233,294,318","1,549,416,831","1,725,791,316","1,746,584,159","1,905,142,101","1,885,161,302","2,148,054,651","2,266,907,571","1,892,833,328"
Benin,Total Value Added,"285,533,053","302,542,622","373,869,189","462,374,174","517,437,893","630,430,494","654,194,261","710,041,050","835,445,063","1,051,276,245","1,329,068,050","1,244,980,369","1,217,129,697","1,086,183,692","1,042,945,161","1,040,277,499","1,328,722,959","1,561,491,541","1,645,349,645","1,583,382,450","1,952,109,344","1,964,791,411","2,226,540,363","2,210,929,969","1,479,433,253","2,118,143,133","2,286,243,467","2,218,993,236","2,352,385,554","2,375,398,834","2,306,015,044","2,450,785,303","2,756,508,632","3,533,982,950","4,096,332,058","4,377,580,014","4,685,571,509","5,330,258,830","6,394,013,836","6,375,166,029","6,241,511,044","7,072,359,935","7,309,623,206","8,199,220,089","8,638,282,429","7,492,947,316"
Bermuda,Final consumption expenditure,"206,921,132","234,034,091","261,071,725","299,839,931","347,807,390","383,134,926","424,314,418","465,904,153","512,591,884","586,784,561","696,510,155","781,580,242","841,046,933","929,974,199","1,020,625,405","1,104,348,124","1,179,177,045","1,295,135,213","1,425,606,179","1,545,531,258","1,646,267,339","1,710,472,020","1,759,274,786","1,809,723,663","1,897,043,856","1,968,811,488","2,046,912,699","2,170,266,631","2,251,966,868","2,390,135,201","2,253,601,426","2,269,710,594","2,834,169,798","3,125,214,907","3,051,871,102","3,247,814,763","3,413,374,000","3,628,561,000","3,955,052,000","4,046,919,000","4,034,550,000","3,919,682,000","3,976,619,000","3,986,568,000","3,988,838,000","4,086,927,053"
Bermuda,Household consumption expenditure (including Non-profit institutions serving households),"181,025,874","204,764,315","228,453,179","262,358,726","304,195,768","335,118,278","371,416,999","407,985,023","448,357,103","512,075,045","609,446,611","679,913,684","721,788,979","793,463,738","868,341,224","937,953,856","1,006,220,663","1,106,251,070","1,217,251,351","1,314,778,978","1,395,797,909","1,446,138,968","1,490,936,687","1,539,229,001","1,603,751,238","1,663,503,732","1,722,503,953","1,826,518,314","1,911,326,673","2,031,782,859","1,875,881,109","1,860,622,881","2,270,960,902","2,448,995,967","2,335,315,867","2,494,477,226","2,649,224,000","2,764,826,000","3,012,334,000","3,043,221,000","2,975,549,000","2,895,399,000","2,937,180,000","2,966,659,000","3,037,354,000","3,132,036,410"
Bermuda,General government final consumption expenditure,"25,895,258","29,269,777","32,618,546","37,481,205","43,611,622","48,016,648","52,897,419","57,919,130","64,234,780","74,709,517","87,063,544","101,666,559","119,257,954","136,510,461","152,284,182","166,394,268","172,956,382","188,884,143","208,354,829","230,752,280","250,469,431","264,333,052","268,338,099","270,494,662","293,292,618","305,307,756","324,408,746","343,748,317","340,640,194","358,352,343","377,720,317","409,087,712","563,208,896","676,218,940","716,555,234","753,337,537","764,150,000","863,735,000","942,718,000","1,003,698,000","1,059,001,000","1,024,283,000","1,039,439,000","1,019,909,000","951,484,000","954,890,643"
Bermuda,Gross capital formation,"36,874,310","40,901,867","45,666,355","52,827,796","62,171,946","71,411,552","66,786,096","81,843,969","93,500,534","112,420,309","156,708,171","161,987,284","214,813,846","238,906,443","285,001,250","295,594,906","272,423,497","308,845,835","394,409,984","377,686,887","342,965,204","323,124,241","330,564,602","337,650,660","333,399,025","357,137,319","406,031,119","472,460,093","596,834,879","663,998,213","698,587,886","690,289,261","622,083,447","598,390,362","794,611,601","836,249,583","843,242,000","889,959,000","1,050,764,000","885,677,000","762,273,000","702,344,000","624,443,000","632,068,000","694,577,000","670,977,209"
Bermuda,Gross fixed capital formation (including Acquisitions less disposals of valuables),"37,325,096","41,401,890","46,224,623","53,473,613","62,931,994","72,284,554","67,602,552","82,844,507","94,643,573","113,794,640","158,623,919","163,967,569","217,439,932","241,827,060","288,485,373","299,208,536","275,753,857","312,621,456","399,231,622","382,304,086","347,157,932","327,074,415","334,605,734","341,778,419","337,474,808","361,503,301","410,994,825","465,223,286","579,945,777","643,845,738","677,819,758","673,933,201","585,862,626","547,974,598","766,241,605","836,273,246","843,242,000","889,959,000","1,050,764,000","885,677,000","762,273,000","702,344,000","624,443,000","632,068,000","694,577,000","670,977,209"
Bermuda,Changes in inventories,"-450,786","-500,023","-558,268","-645,817","-760,048","-873,002","-816,456","-1,000,538","-1,143,038","-1,374,331","-1,915,748","-1,980,285","-2,626,086","-2,920,617","-3,484,123","-3,613,630","-3,330,361","-3,775,621","-4,821,638","-4,617,199","-4,192,729","-3,950,174","-4,041,132","-4,127,759","-4,075,783","-4,365,982","-4,963,706","7,236,807","16,889,102","20,152,475","20,768,127","16,356,060","36,220,821","50,415,764","28,369,996","-23,663",,,,,,,,,,
Bermuda,Exports of goods and services,"136,115,233","154,919,922","172,190,023","196,491,861","227,873,971","251,749,947","289,763,438","301,700,064","325,279,190","384,006,410","464,376,424","499,034,308","538,324,682","590,507,592","625,214,496","674,186,527","776,174,825","844,118,003","879,707,287","929,929,354","966,204,933","946,351,407","961,547,933","1,063,021,510","1,129,445,035","1,175,769,929","1,263,762,718","1,415,829,535","1,531,711,628","1,529,779,540","1,629,778,799","1,648,656,515","2,052,966,862","2,323,129,775","2,586,494,117","2,264,909,382","2,837,092,000","3,207,272,000","3,085,865,000","2,867,267,000","2,908,511,000","2,866,974,000","2,820,842,000","2,863,199,000","2,830,782,000","2,877,451,664"
Bermuda,Imports of goods and services,"113,153,174","127,960,030","142,265,873","163,344,308","190,027,376","211,258,358","231,817,214","249,636,765","278,846,852","325,247,564","401,790,105","439,875,027","479,287,680","514,111,509","598,271,033","613,505,002","635,051,518","700,180,228","801,716,727","846,719,828","883,989,476","841,362,316","871,876,840","908,214,748","965,283,897","949,211,361","1,005,348,769","1,178,565,659","1,261,485,998","1,339,881,218","1,423,135,931","1,511,904,021","1,749,487,317","1,860,172,652","1,508,796,743","1,529,351,948","1,734,904,000","1,982,286,000","2,005,282,000","1,814,940,000","1,758,961,000","1,751,778,000","1,752,729,000","1,853,674,000","1,909,399,000","1,789,903,406"
Bermuda,Gross Domestic Product (GDP),"265,536,110","300,883,912","335,519,057","384,122,285","445,553,344","491,733,538","550,599,032","597,643,786","646,442,540","751,525,864","902,432,407","986,968,887","1,101,104,098","1,226,389,730","1,291,037,116","1,428,256,203","1,585,802,885","1,735,769,786","1,854,571,887","1,966,357,992","2,034,951,875","2,114,195,038","2,150,214,657","2,290,221,350","2,382,306,290","2,556,766,532","2,714,000,000","2,932,715,906","3,130,460,000","3,324,900,000","3,480,218,951","3,680,483,000","3,937,228,000","4,186,525,000","4,484,702,566","4,868,135,685","5,368,123,000","5,897,373,000","6,178,690,000","5,938,933,000","5,855,331,000","5,620,380,000","5,584,317,000","5,639,719,000","5,651,290,000","5,853,174,268"
Bermuda,"Agriculture, hunting, forestry, fishing (ISIC A-B)","2,043,753","2,315,806","2,582,378","2,956,473","3,429,320","3,784,736","4,237,707","4,599,825","4,975,575","5,784,580","6,945,572","7,595,338","8,475,097","9,440,914","9,938,930","10,988,199","12,196,749","13,371,234","14,288,126","15,140,504","15,605,200","16,237,222","16,694,275","17,655,099","18,289,581","19,208,113","21,000,000","24,000,000","23,270,000","25,000,000","23,281,477","25,480,735","31,319,370","34,407,011","37,857,910","39,025,088","46,388,893","45,249,332","48,300,000","42,986,889","42,970,691","43,781,585","41,022,480","41,539,270","36,733,000","41,384,738"
Bermuda,"Mining, Manufacturing, Utilities (ISIC C-E)","12,567,426","14,240,380","15,879,615","18,179,953","21,087,402","23,272,956","26,058,980","28,285,643","30,595,355","35,568,689","42,709,867","46,711,802","52,114,722","58,044,852","61,101,856","67,587,700","75,062,062","82,161,554","87,779,813","93,042,338","96,237,643","100,199,277","101,785,167","108,367,914","112,551,228","120,599,128","130,000,000","138,000,000","147,820,000","155,870,000","162,833,944","158,563,007","167,519,010","153,171,840","158,548,250","160,198,780","179,900,445","176,148,265","187,825,729","173,741,053","171,318,021","162,859,182","138,699,697","132,755,080","131,116,000","139,652,335"
Bermuda,Manufacturing (ISIC D),"6,355,821","7,201,911","8,030,929","9,194,260","10,664,637","11,770,073","13,179,161","14,305,074","15,472,861","17,988,119","21,601,247","23,624,939","26,354,391","29,351,767","30,901,963","34,196,513","37,960,501","41,524,418","44,376,708","47,088,828","48,794,527","50,554,821","51,278,365","54,864,126","57,275,411","61,702,901","64,000,000","69,000,000","76,680,000","81,370,000","85,575,314","77,585,684","84,077,144","71,564,885","78,133,818","80,209,716","90,004,255","84,978,000","90,042,748","76,916,281","74,799,021","65,214,182","52,101,750","49,078,080","44,388,000","50,506,502"
Bermuda,Construction (ISIC F),"14,788,109","16,756,638","18,685,761","21,392,708","24,813,566","27,384,689","30,663,221","33,286,207","36,003,069","41,850,384","50,249,906","54,967,697","61,354,727","68,293,066","71,849,499","79,497,216","88,403,732","96,958,973","102,951,218","109,101,259","113,345,358","118,776,014","121,317,632","123,158,872","131,843,852","145,163,146","159,000,000","169,000,000","126,940,000","210,060,000","222,530,980","220,840,236","209,825,886","247,405,093","272,807,013","324,234,521","307,958,121","317,069,000","370,078,261","317,530,998","260,555,729","203,776,034","177,277,740","177,697,000","178,686,000","185,101,555"
Bermuda,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","46,609,603","52,814,181","58,893,605","67,425,002","78,208,349","86,314,055","96,646,438","104,903,543","113,470,764","131,918,920","158,400,945","173,239,715","193,269,278","215,285,147","226,645,665","250,639,105","278,354,191","304,634,307","325,750,225","345,292,302","356,423,238","371,554,451","377,102,142","403,911,313","417,770,450","442,076,660","485,000,000","509,000,000","567,510,000","566,450,000","558,951,597","575,652,715","581,046,368","589,064,826","625,726,328","649,826,585","698,743,332","745,989,766","743,394,000","672,479,000","682,041,216","645,799,432","620,286,000","633,961,950","638,304,000","656,404,235"
Bermuda,"Transport, storage and communication (ISIC I)","19,000,817","21,530,173","24,008,533","27,486,424","31,882,244","35,186,689","39,398,831","42,765,173","46,257,283","53,776,843","64,574,384","70,623,287","78,790,872","87,758,765","92,383,838","102,193,391","113,471,825","124,209,543","132,732,724","140,700,696","145,535,139","151,319,393","153,909,228","164,047,299","170,265,843","182,391,009","195,000,000","210,000,000","225,030,000","235,000,000","245,927,882","265,608,201","287,363,112","277,837,591","283,098,525","301,760,369","306,906,243","337,012,025","322,176,000","307,079,006","288,389,863","265,766,000","268,692,000","269,419,000","259,444,000","276,652,194"
Bermuda,Other Activities (ISIC J-P),"169,116,779","191,629,561","213,688,059","244,642,309","283,766,678","313,180,726","350,672,017","380,630,081","411,705,803","478,634,213","574,774,421","628,595,821","701,236,040","781,029,386","822,265,879","909,920,742","1,009,819,153","1,105,012,143","1,181,129,836","1,252,879,909","1,298,286,644","1,343,144,658","1,366,969,680","1,461,589,891","1,521,274,620","1,641,890,957","1,687,623,000","1,870,857,000","2,036,180,000","2,129,590,000","2,297,597,071","2,474,133,190","2,692,671,042","2,890,251,240","3,143,556,786","3,517,110,823","4,063,364,000","4,578,132,000","4,857,894,000","4,597,241,000","4,640,162,233","4,569,318,414","4,592,600,575","4,625,902,010","4,630,666,000","4,803,595,764"
Bermuda,Total Value Added,"264,126,488","299,286,740","333,737,952","382,082,867","443,187,558","489,123,852","547,677,194","594,470,473","643,007,850","747,533,630","897,655,096","981,733,659","1,095,240,736","1,219,852,128","1,284,185,667","1,420,826,354","1,577,307,711","1,726,347,755","1,844,631,941","1,956,157,008","2,025,433,221","2,101,231,014","2,137,778,124","2,278,730,390","2,371,995,573","2,551,329,015","2,677,623,000","2,920,857,000","3,126,750,000","3,321,970,000","3,511,122,951","3,720,278,082","3,969,744,788","4,192,137,602","4,521,594,812","4,992,156,167","5,603,261,034","6,199,600,388","6,529,667,990","6,111,057,947","6,085,437,752","5,891,300,647","5,838,578,492","5,881,274,310","5,874,949,000","6,102,790,820"
Bhutan,Final consumption expenditure,"58,411,937","62,715,416","66,274,231","74,570,417","87,781,958","82,015,086","83,669,169","92,421,813","88,810,189","100,042,532","120,857,415","136,564,198","147,058,578","158,905,690","156,712,247","153,703,566","185,763,940","205,234,892","205,569,693","201,425,610","196,180,885","172,394,411","175,014,915","159,988,760","150,403,580","174,065,291","196,732,370","272,479,385","278,020,838","311,322,898","305,884,086","320,482,281","345,718,721","406,034,459","451,413,047","510,151,636","534,088,416","697,186,803","738,632,652","832,229,576","1,011,244,209","1,113,662,780","1,148,663,308","1,222,523,801","1,240,056,653","1,333,036,602"
